id,sample,target,q6,q7,q8,q9,q10,q11_1,q11_2,q11_3,q11_4,q11_5,q11_6,q11_7,q11_8,q12_1,q12_2,q12_3,q12_4,q12_5,q12_6,q12_7,q12_8,attention_check,exclude
ggu6otun3unxppr3sv929rcc,WJ,PJ,3,1,1,1,1,4,2,7,7,6,1,2,5,5,5,5,7,6,6,2,5,People in professional jobs,FALSE
icrvromvum5k3pqbwr86qggu,WJ,WJ,5,6,6,5,1,3,2,6,6,2,2,7,7,3,2,6,4,3,3,6,3,Working class,FALSE
9haowqx654y68w7fkcz30hba,WJ,PJ,6,6,6,6,1,3,3,5,6,2,2,6,7,2,1,6,6,4,2,5,3,People in lower social status,TRUE
dhulsw0niw9y7vnoz9uxenev,WJ,PJ,7,4,4,4,1,4,4,4,6,4,4,4,4,3,3,4,2,4,2,4,2,People in professional jobs,FALSE
6qblo848b4g1mzixbgslw1x6,WJ,WJ,4,5,5,5,2,3,3,4,4,4,4,4,4,2,2,5,2,3,3,6,4,Working class,FALSE
7wom5vbwq9lsbl3yph327exc,WJ,PJ,7,3,3,3,1,4,3,5,5,5,5,5,5,2,1,5,3,4,3,7,3,Professional people,FALSE
yy2hcpw1sq8a2wtbqnzpkrec,WJ,WJ,7,7,7,7,2,3,2,6,6,3,3,6,7,2,2,5,3,4,1,6,3,Working class,FALSE
lnytc2roiv150cdd10t9d8l9,WJ,WJ,5,4,7,7,1,2,2,7,6,2,2,7,7,1,1,7,2,2,2,7,1,Working class,FALSE
o5pc9cgnhxpvyvu5xt9qcra4,WJ,WJ,6,1,6,6,2,6,5,5,7,5,6,6,6,3,2,5,4,5,5,6,4,Working class,FALSE
6ix7m7ik8i1ml1lqs0yuaf9r,WJ,WJ,7,7,7,7,3,1,1,7,7,1,1,7,7,1,1,7,5,2,1,7,1,working class people,FALSE
2efsm2t5nx3zywladksr3d0s,WJ,PJ,4,4,4,2,1,1,1,7,7,2,1,7,7,1,1,5,3,3,2,5,1,Normal people,TRUE
5viqvbrpd9u7b9bntvfmq12d,WJ,WJ,6,3,5,5,1,1,4,7,7,1,1,7,7,4,2,5,4,4,2,5,4,Working class people,FALSE
ersypyc5sm51dyqmqe5sm8ar,WJ,PJ,1,1,1,1,1,2,2,6,6,2,2,6,6,2,2,6,2,2,2,6,2,Professional people,FALSE
0m8o16cbbnj1phky7o1813fs,WJ,WJ,4,4,5,4,3,4,5,4,4,4,4,4,4,4,4,3,3,5,4,5,5,gorvernment,TRUE
yz2xha777tewxcumhuh1gdfp,WJ,WJ,6,4,5,6,1,4,3,5,4,2,3,5,6,3,4,5,3,3,3,5,3,People in working class jobs,FALSE
r16n275kt728hkhoufx2zmkh,WJ,PJ,7,3,6,6,1,4,3,4,7,4,2,7,7,2,3,6,5,5,2,5,3,Non Professionals,TRUE
bw89gy8gab3osrn778d8wjsl,WJ,PJ,7,7,7,7,1,2,2,6,6,3,3,3,5,1,1,7,1,1,1,7,1,workers,TRUE
5o2ntdzn5c0qz5yzwc0fhgmd,WJ,PJ,5,2,2,4,1,3,1,7,5,4,3,6,6,1,2,4,3,5,2,5,2,Professionals,FALSE
y8s0k0grm3zib3ojjj6o9md4,WJ,PJ,7,5,4,1,1,3,1,1,7,1,1,7,7,2,2,6,6,4,2,6,2,Professional,FALSE
ogxvhjzzsv7bplil2qpqil3x,WJ,PJ,6,4,5,4,3,3,2,6,6,2,2,6,6,4,2,4,4,3,6,5,3,Admin and professional people degree educated,FALSE
u97pm6id9p8x0qdh6nbad3rr,WJ,WJ,6,5,6,5,2,4,2,6,6,4,3,5,6,2,2,5,1,2,1,6,3,Working Class,FALSE
3o0pw8194uv44nt792xivzrj,WJ,WJ,7,4,7,4,1,1,1,7,7,1,1,7,7,5,5,3,5,5,3,5,3,Working class,FALSE
amgc2yuhr23q0uyh1tskbnv0,WJ,PJ,4,4,4,4,3,5,3,4,4,5,3,5,7,2,2,5,3,3,1,5,4,honestly cannot remember,TRUE
6bn0gv7gasamm7p3rgbyqrgj,WJ,PJ,5,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,5,4,People,TRUE
0xq7gbpyef661x9j66hexdps,WJ,WJ,7,7,7,6,1,4,2,6,7,4,3,6,7,3,1,4,4,4,3,5,3,working class,FALSE
r0casywegaua2af1ydyiwayw,WJ,WJ,7,7,7,7,1,5,1,7,7,1,1,7,7,3,3,6,3,5,2,6,3,the semi and unskilled workers and those with casual employment status,FALSE
0dz304t6bs836m2r0rr8yguv,WJ,WJ,2,3,5,5,1,1,1,5,6,5,5,3,6,5,6,1,3,6,3,2,2,People in unskilled or low skilled jobs that do not require a university degree,FALSE
cxabijw8y426gv70mlny6kgs,WJ,PJ,4,1,1,1,1,2,1,3,7,6,1,1,7,3,1,7,4,5,3,7,3,PROFFESIONAL PEOPLE,FALSE
atq3m8iroda104q6uu6ksp2e,WJ,PJ,5,5,4,5,1,5,4,5,6,4,5,4,5,3,4,4,5,5,3,5,3,managers,FALSE
69oeg8ztsfbosou5a04efv3b,WJ,PJ,6,5,7,7,1,4,1,7,7,6,5,6,6,5,5,3,3,4,2,5,3,non professional workers,TRUE
mmmybx6ebd72jojbjz032dk4,WJ,WJ,7,7,7,7,1,4,4,7,7,4,3,6,7,3,2,6,7,4,4,5,4,Working class,FALSE
9uartwka9m9lu7vbj4p2ppud,WJ,PJ,6,6,6,7,3,4,6,7,4,3,4,5,5,2,1,7,2,2,1,7,1,cannot remember,TRUE
5aunmf6why7i78iwcb2rdnu0,WJ,PJ,4,2,4,4,1,5,5,3,3,5,4,5,5,2,2,5,4,5,2,5,3,Professionals,FALSE
3me3lij1cx6r8ytbttbd9vo6,WJ,WJ,7,7,6,7,3,2,2,7,6,7,4,5,6,2,1,5,6,4,1,7,3,Working class people,FALSE
7fp7obsyu057vlsjrlxtda7a,WJ,WJ,7,6,7,7,2,1,1,6,7,2,3,6,7,1,2,6,3,2,1,7,1,People in working class jobs,FALSE
zh4upjha0yjqe9648mc44df5,WJ,PJ,4,4,4,4,1,6,6,5,6,6,4,6,6,1,1,6,1,3,2,7,2,basic everyday people,TRUE
3j028hvzemin375o0iue2mzd,WJ,WJ,7,7,7,3,1,5,7,2,2,4,5,4,4,1,1,7,1,3,1,7,1,Working class people,FALSE
az521hwig16gyvkpsohh7ilr,WJ,PJ,5,5,6,4,1,4,4,6,6,6,4,5,6,3,3,4,5,5,4,5,4,public,TRUE
is930aysloz7rh6z4micu6fc,WJ,WJ,7,1,7,7,1,1,1,7,7,3,3,6,7,2,2,7,2,2,2,5,5,Working class people,FALSE
kuh4rbwwwi93p0n15whxsxjv,WJ,WJ,7,7,7,7,1,7,7,7,7,7,7,7,7,1,1,1,1,1,1,7,1,Working class people,FALSE
f10midl68qk3g62tthu1c2mh,WJ,WJ,7,7,7,7,3,1,1,7,7,4,1,7,7,1,1,7,1,1,1,7,1,The working class,FALSE
fxbzesvk1uawj92y6r61rtrf,WJ,PJ,5,3,2,1,1,4,4,2,6,5,5,5,7,2,3,6,6,3,2,6,2,Mangers and people with university degrees,FALSE
3vt0eh754kfkjtauok3kjnvw,WJ,WJ,6,4,7,7,1,5,3,5,1,5,3,6,7,3,2,5,2,4,3,6,3,working class people,FALSE
0c9a197ev8xs38754mlg7n5n,WJ,WJ,7,7,7,7,1,4,1,7,7,1,1,7,7,1,1,6,3,3,2,5,2,Working Class,FALSE
hhaywx39np4bmb7xg8dpgm2a,WJ,PJ,7,3,5,5,1,6,5,7,6,7,6,6,7,2,3,5,3,1,2,6,1,white collar workers with degrees,FALSE
v863jgpaz4t01mpwge4x3dae,WJ,WJ,4,5,4,4,3,5,4,3,5,5,6,4,6,4,4,4,4,4,5,4,5,Working class,FALSE
6mtla3baave40v3awt2upt7x,WJ,PJ,5,4,5,5,2,1,1,1,7,1,1,7,7,1,1,7,1,1,1,7,1,Low income housholds,TRUE
rifxjqularfz6txu52otezg3,WJ,WJ,5,3,3,3,3,2,1,7,7,4,1,7,7,4,3,4,5,4,5,5,3,Lower class workers,FALSE
1rclq3c5z3lna5z861g8q0je,WJ,WJ,7,7,7,7,2,1,1,1,7,1,1,7,7,1,1,6,3,2,1,7,1,low skilled people,FALSE
l8da1hl8j0f2v7vu32kc7xnw,WJ,WJ,6,2,4,4,1,3,1,7,4,5,5,5,7,2,1,5,2,3,2,6,2,Working class,FALSE
f3007o134iqizfgearswmdja,WJ,PJ,6,1,1,1,1,1,1,7,7,1,1,7,7,1,1,6,4,1,1,7,1,People in professional jobs,FALSE
04p3z4iia9v1fvx1ubvjbnfe,WJ,PJ,6,4,5,6,1,5,4,2,6,6,5,4,5,5,3,5,4,5,5,4,4,Employed people,TRUE
dnodge9k9v46k8wqmb9yhu3p,WJ,WJ,5,5,5,4,2,4,4,4,4,4,4,4,4,5,5,4,6,5,4,4,4,graduates,TRUE
u038h20fuvaa5o65w7cb48kc,WJ,WJ,7,7,7,7,1,5,5,5,6,2,2,6,6,2,1,7,5,4,1,7,1,the ordinary working class people,FALSE
dd0r3lfouq9v4uxeees9lgvz,WJ,PJ,4,3,4,5,3,2,1,6,7,1,1,7,7,2,4,3,6,5,2,3,2,NA,TRUE
p8c4ybb3tpz6cgyz7ndwir92,WJ,WJ,7,7,7,7,1,3,1,6,7,2,2,7,7,2,2,7,3,3,1,6,1,Working class people,FALSE
mytsx2i714n58n5ott3h766o,WJ,WJ,7,6,7,7,1,3,1,2,7,4,3,6,7,3,2,5,5,4,2,6,3,Working class,FALSE
khxalp7jfnf1436ledztao2a,WJ,WJ,7,6,6,6,3,1,1,6,7,2,1,6,6,1,1,5,1,1,1,7,1,Working classes,FALSE
8vd4i214cs39k6pcjuoj9lck,WJ,PJ,5,4,3,3,1,4,5,4,3,3,3,3,2,4,2,5,3,3,2,6,1,Society,TRUE
cs5x07yrb4s7br3wtbx9bqnu,WJ,PJ,7,1,1,7,1,1,1,1,7,1,1,7,7,2,2,7,4,5,2,5,1,professional people,FALSE
bur7rmd9rxqqk938qqiwvegq,WJ,PJ,7,7,7,7,3,5,1,4,7,2,1,7,7,4,6,6,4,5,7,6,2,Professionals,FALSE
y69c613so1ddspgbimi46e6d,WJ,PJ,4,5,4,4,1,2,1,7,7,2,2,7,7,3,3,4,4,4,3,5,4,Managers white collar workers,FALSE
qslqlb1x2ocmcqap550vd4cd,WJ,PJ,7,2,2,4,1,1,1,7,7,1,1,7,7,3,3,5,4,3,2,5,2,Professional people whose job usually requires a university degree,FALSE
aj7s6726dvo9eqlu042hlxo2,WJ,WJ,6,6,7,6,1,4,1,4,6,2,2,6,6,3,3,4,2,5,4,3,4,people who have working class jobs,FALSE
k18gmolhgba81y4hmhxrdwpx,WJ,WJ,6,7,6,7,2,5,1,5,7,3,3,6,6,5,2,5,5,5,3,6,3,the working class,FALSE
iiky40tpqx0brneuyzfbfmgv,WJ,WJ,5,5,5,5,1,3,1,6,7,2,2,6,6,2,3,5,3,3,3,3,4,WORKING CLASS,FALSE
in6088mt9a64c52mafux4j8u,WJ,PJ,7,7,7,5,2,1,1,1,7,1,1,1,7,3,1,7,4,2,1,6,2,people with degrees,FALSE
5pw5nb7tbdqf1q5b3i3pn1mo,WJ,PJ,6,1,5,3,2,1,1,7,7,2,1,7,7,1,2,6,6,3,1,6,1,professional workers,FALSE
kpoy91shmpp8o7ogdhvcv5wb,WJ,WJ,5,6,7,7,1,5,1,4,7,3,3,6,7,5,5,3,2,4,5,4,5,Unskilled manual workers,FALSE
6qyu9bavh8l9rk0hv45w5i0w,WJ,WJ,5,5,5,4,1,4,4,5,7,4,4,5,7,4,4,4,4,4,4,4,4,Working class,FALSE
y2oz1sgsgbd333nxv9s71kdk,WJ,PJ,6,2,2,4,2,7,1,7,7,1,1,6,7,7,6,1,7,6,6,2,6,Proffesional people or people who usually need a degree to work,FALSE
yj4qxbxcpzr9ej4wb7g8lbkp,WJ,WJ,6,4,5,5,1,5,4,7,6,7,5,4,7,3,1,6,4,4,4,4,1,working class unskilled and semiskilled,FALSE
8dgmwm5g5ha6pkz8r48smbfg,WJ,PJ,7,5,5,6,2,2,1,5,7,4,3,5,5,1,1,7,3,1,1,7,2,workers,TRUE
x16l4h49lu11frctxjp1cs4s,WJ,WJ,7,6,6,7,3,3,3,5,7,2,1,5,7,2,1,6,2,5,2,6,2,working class people,FALSE
jpnutdkl1td8lu4lvlioc26c,WJ,PJ,7,5,7,7,4,1,1,7,7,1,1,7,7,1,1,7,1,2,1,4,1,Professionals,FALSE
0h5qu5s4hzmq5ss4m8e2zjc1,WJ,PJ,6,4,6,6,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,Eu citizens,TRUE
lqc9dibptrbxgi6w23wjwoyq,WJ,WJ,7,7,7,7,3,4,4,7,7,7,6,7,7,2,1,7,5,2,2,7,5,Working class,FALSE
h0exb59upsvw9i53r5pgti7x,WJ,PJ,7,7,7,7,1,2,6,7,2,7,7,6,6,1,1,7,1,1,1,7,1,Those in professional occupations that require a degree,FALSE
6nhd6ycirru5a1w7l7nefgm9,WJ,WJ,3,6,7,5,1,6,7,2,1,7,6,3,5,2,1,6,1,2,2,5,2,Working class people in unskilled menial jobs,FALSE
1v1yfizqj1j7b0ppmercgnzc,WJ,PJ,4,4,4,5,3,4,4,4,4,5,4,4,5,5,5,5,5,5,5,5,5,Everyone,TRUE
kohz1awvoix0b7tb51oxui81,WJ,PJ,2,2,2,3,1,7,7,1,1,7,7,1,1,5,5,2,5,5,6,2,6,Administrators and managers,FALSE
d70xraea1klmlvnz9y1i8nb7,WJ,PJ,5,3,4,2,1,4,1,6,7,4,4,4,7,2,3,5,3,5,1,5,4,Adults,TRUE
zwy4a8woic12u3ghvuyu3sw5,WJ,WJ,5,6,6,6,1,2,3,6,6,2,3,5,7,3,3,4,3,4,2,4,3,Working class people,FALSE
emszk3jm1c8p1gcgflesm966,WJ,WJ,5,2,3,5,1,5,5,5,4,4,3,4,5,5,5,4,3,3,3,3,5,Working class,FALSE
xoix429hu131q5m07rbl4sck,WJ,WJ,4,4,4,5,1,4,3,6,6,4,3,5,6,3,5,3,4,4,5,4,5,working class,FALSE
rqnua3zxoyao2tqef3tg5kit,WJ,PJ,4,4,4,2,3,2,1,7,7,1,1,7,7,2,1,7,1,2,1,5,1,the mentioned bill didnt display properly so cant answer this,TRUE
oa5oixc57jqmj44tk0cf91ju,WJ,WJ,6,3,4,4,1,5,2,7,5,2,2,5,6,2,2,6,4,4,3,5,3,Working class workers,FALSE
7yefwkp799ob0wd84c0kabsz,WJ,PJ,6,4,4,4,2,4,5,7,6,2,1,7,7,2,2,6,1,2,3,6,4,Professionals,FALSE
03arxj1hkreuqy5vlg9f50so,WJ,PJ,7,1,2,3,2,1,1,7,7,1,1,7,7,2,3,6,1,2,2,6,1,Professionals,FALSE
rhah6297o5edmnl78w5iczef,WJ,WJ,4,1,1,4,1,2,1,6,6,6,3,5,6,3,3,6,1,4,3,6,2,Working class low skilled manual labourers lower class citizens,FALSE
c30xqymnkxpmf2iabp256qaj,WJ,WJ,7,4,7,6,2,1,1,7,7,1,1,7,7,1,1,6,1,3,1,7,1,the working class,FALSE
nhslewbkhy0r5t72gmtwzm4h,WJ,WJ,4,5,5,6,1,2,2,1,7,1,1,6,6,1,2,7,2,1,1,5,1,Working class people,FALSE
ztic2ydirdck0pbfs7web82n,WJ,WJ,7,7,7,7,2,2,1,7,7,1,1,7,7,5,5,2,7,6,5,2,6,WORKING CLASS,FALSE
i2fqta34zmxbgefyxju9od1q,WJ,PJ,6,1,1,4,1,5,1,2,7,4,3,6,7,5,5,3,6,6,2,5,2,Professionals with a university degree,FALSE
6s6mkags59lh3ura7d7rc14p,WJ,WJ,5,5,6,6,1,4,2,6,6,6,6,6,7,2,2,6,3,4,1,6,2,Working class,FALSE
e6g4xgw31towwhj3cm6uv6vx,WJ,PJ,7,4,2,7,1,2,1,7,7,1,1,7,7,2,5,5,6,6,3,3,3,professional people,FALSE
7y1p39ustp4ymd2lddlvtl5j,WJ,WJ,7,7,7,7,2,1,1,7,7,1,1,7,7,1,1,7,1,1,1,7,1,Working class,FALSE
w506siiqaktmkwa2v1966myz,WJ,PJ,7,1,4,4,1,3,3,5,7,5,5,6,7,5,3,2,7,5,3,3,3,People in management admin etc mainly jobs where you required a degree,FALSE
d0u8bcl33rt6ssyxqfyhlckb,WJ,PJ,7,5,7,5,3,4,3,6,7,6,3,6,6,2,2,5,2,3,2,6,3,Basically no job security to professionals,FALSE
jn82nf5ruobm4evqfbp6trqv,WJ,WJ,6,4,4,6,1,1,1,7,7,6,2,7,7,4,2,3,4,3,3,5,3,Working class,FALSE
hclzv5vyjngajhct2fu8apao,WJ,PJ,7,1,1,4,1,1,1,7,7,4,1,7,7,1,1,7,3,5,1,7,1,professional people,FALSE
wcy6awmdkh5gy7i9emphw522,WJ,WJ,7,7,7,7,2,1,1,7,7,7,1,7,7,2,2,6,6,3,2,5,5,unskilled workers,FALSE
s3r3242cjkou2yfsdp6m5q3m,WJ,WJ,7,7,7,7,1,4,5,3,7,5,2,6,6,1,1,7,1,3,2,7,1,working class people,FALSE
2swj37439v3podq7l45tji80,WJ,WJ,7,7,7,7,1,6,4,4,7,4,5,7,7,2,3,5,3,4,3,6,3,Working class,FALSE
9kh7zv6182kdure7z6ixs2dd,WJ,PJ,7,4,7,6,1,1,1,4,7,7,4,7,7,4,3,6,4,4,5,5,4,Proffessional people,FALSE
5oik72elrohobkaruesc3s0r,WJ,PJ,6,4,4,3,2,5,4,7,5,5,5,4,6,3,5,4,3,3,6,5,4,managerial,FALSE
01mnk09t6dk96rndvy709xla,WJ,WJ,5,7,7,7,1,3,3,7,7,4,7,7,7,3,3,6,3,4,7,4,3,Working class with no qualifications needed for jobs,FALSE
ryx9j4eiphwu58mhxq285fdy,WJ,PJ,7,1,1,2,1,6,6,1,3,1,7,3,6,1,1,5,1,1,7,7,4,professional people,FALSE
k1ikk8omy8wf7q1kpmcynt1w,WJ,WJ,6,6,6,6,4,4,1,7,7,6,2,5,7,2,3,6,4,4,2,6,4,People in working class jobs,FALSE
0h0atv9od3eqolnx4f29zwiz,WJ,PJ,5,1,2,5,1,1,1,7,7,1,1,7,7,2,2,6,4,3,1,4,2,Staff who had degrees and work in professional jobs,FALSE
g7y2nxwwstv5751e30spqhg0,WJ,WJ,5,6,6,4,3,4,1,7,7,4,4,5,6,2,3,5,2,2,2,6,2,NA,TRUE
f2c0xmfmh0kjpjyvrleit290,WJ,PJ,6,4,3,5,2,4,2,6,7,2,4,6,7,2,3,5,5,5,1,5,1,professionals,FALSE
akomkj75ve5cm46ucd4zlw1k,WJ,PJ,6,3,4,6,1,2,1,5,5,2,1,7,7,6,3,3,5,5,6,5,5,mainly business professionals,FALSE
ambr24k9d766cjs6ssuv29dz,WJ,WJ,6,1,6,7,1,4,1,7,7,2,1,7,7,4,3,5,5,4,3,5,4,working class people,FALSE
l4wiefl54j99txftyto9lp9d,WJ,WJ,7,7,7,7,1,2,1,7,7,2,2,7,7,2,2,6,1,3,1,7,2,working class,FALSE
784114dxjwn6tk4zggnk8puv,WJ,WJ,6,2,5,6,2,2,1,7,7,4,4,7,7,1,1,6,2,4,2,6,2,Working class,FALSE
ej20bvjyrjf0x0sepv7909va,WJ,WJ,7,7,7,7,1,5,2,7,3,6,5,6,6,3,1,6,4,3,2,4,3,Working class,FALSE
84ny316dr5fc9pm34hmbubjh,WJ,PJ,6,2,6,5,2,1,1,7,7,2,1,7,7,3,2,6,4,3,1,5,2,Professionals,FALSE
5d9ewh8sefjg7fzlbv381fi1,WJ,WJ,7,7,7,7,2,2,1,7,6,2,1,7,7,2,3,5,5,4,3,4,2,Working class people,FALSE
5yspwskt1lfzaciuibqbyvfh,WJ,PJ,4,4,4,4,1,5,4,5,5,4,5,4,5,4,4,6,3,4,4,5,3,unsure,TRUE
dh1m4zmutq7ya23pjrgihhjg,WJ,PJ,4,2,2,2,1,2,1,5,5,6,1,6,6,2,2,6,1,3,3,5,3,Professionals,FALSE
l376mp5u7bmma8klqlmaqkpa,WJ,WJ,6,7,6,7,1,3,1,6,7,3,4,5,6,3,2,6,1,5,5,6,4,Working class,FALSE
n7x2xphbf3j5t8ckg2uc80au,PJ,WJ,5,3,3,4,1,3,5,5,5,5,5,5,6,5,3,3,5,5,6,6,5,Working class,FALSE
ljrzy9miw68hfgu1qgp1hlua,PJ,WJ,7,1,1,2,1,3,1,6,7,2,4,7,7,2,3,4,6,6,5,4,2,Working class people,FALSE
jhr42zwo9pjlejz3octdykvy,PJ,WJ,6,3,2,5,1,4,1,5,7,2,2,6,7,2,2,6,3,3,5,2,1,Working class,FALSE
doayjdk946gu2ftxtypfw78j,WJ,PJ,5,2,3,4,1,2,2,6,6,2,2,7,7,1,5,6,3,4,2,6,4,Professional Workers,FALSE
w8dndur2f5y8a1s0axt8t9v0,PJ,PJ,7,7,7,6,2,1,1,6,7,1,6,6,6,2,2,6,3,3,2,5,2,people in professional jobs,FALSE
anunirj8ntbbdxdirklv3qh7,PJ,WJ,7,1,1,3,1,4,1,1,7,4,2,6,6,1,1,5,2,4,3,5,2,Working class,FALSE
5z0zz3zu5740bfkalyd0ttva,WJ,WJ,7,5,7,6,2,2,2,7,7,3,2,6,7,1,1,6,5,5,1,6,2,Working class,FALSE
35fpinj2apsjjtywy7dl0rwm,PJ,WJ,7,7,7,7,5,5,5,5,5,4,4,4,4,3,2,5,1,4,3,3,3,NA,TRUE
